Datetime,Open,High,Low,Close,Adj Close,Volume
2020-09-20 22:00:00+00:00,10920.0,10939.5,10888.0,10894.5,10894.5,2060
2020-09-20 22:05:00+00:00,10894.5,10898.0,10866.75,10871.0,10871.0,2090
2020-09-20 22:10:00+00:00,10870.25,10877.0,10852.25,10859.25,10859.25,1530
2020-09-20 22:15:00+00:00,10858.0,10879.5,10852.75,10874.0,10874.0,709
2020-09-20 22:20:00+00:00,10872.5,10877.0,10856.0,10866.0,10866.0,490
2020-09-20 22:25:00+00:00,10866.0,10872.25,10857.5,10872.25,10872.25,299
2020-09-20 22:30:00+00:00,10872.5,10890.5,10872.5,10889.75,10889.75,816
2020-09-20 22:35:00+00:00,10889.5,10891.25,10884.0,10884.0,10884.0,285
2020-09-20 22:40:00+00:00,10884.0,10894.75,10880.0,10880.0,10880.0,344
2020-09-20 22:45:00+00:00,10879.0,10908.25,10878.5,10901.0,10901.0,735
2020-09-20 22:50:00+00:00,10900.5,10908.0,10897.25,10903.25,10903.25,328
2020-09-20 22:55:00+00:00,10903.25,10918.0,10903.0,10913.25,10913.25,629
2020-09-20 23:00:00+00:00,10914.0,10932.25,10912.25,10920.75,10920.75,707
2020-09-20 23:05:00+00:00,10919.75,10927.0,10913.5,10918.0,10918.0,297
2020-09-20 23:10:00+00:00,10919.0,10926.75,10908.25,10926.75,10926.75,434
2020-09-20 23:15:00+00:00,10926.75,10936.0,10920.75,10921.25,10921.25,275
2020-09-20 23:20:00+00:00,10921.0,10922.75,10913.0,10919.75,10919.75,307
2020-09-20 23:25:00+00:00,10919.0,10919.5,10913.0,10916.0,10916.0,137
2020-09-20 23:30:00+00:00,10915.75,10928.5,10913.0,10928.5,10928.5,295
2020-09-20 23:35:00+00:00,10928.25,10957.5,10926.0,10949.5,10949.5,1036
2020-09-20 23:40:00+00:00,10949.0,10957.0,10947.25,10952.0,10952.0,340
2020-09-20 23:45:00+00:00,10952.25,10966.0,10952.25,10955.75,10955.75,636
2020-09-20 23:50:00+00:00,10955.5,10956.0,10942.0,10943.25,10943.25,619
2020-09-20 23:55:00+00:00,10944.0,10946.25,10931.5,10931.5,10931.5,515
2020-09-21 00:00:00+00:00,10931.0,10946.25,10928.25,10941.25,10941.25,504
2020-09-21 00:05:00+00:00,10941.75,10941.75,10919.25,10927.25,10927.25,627
2020-09-21 00:10:00+00:00,10927.25,10949.0,10926.0,10945.25,10945.25,595
2020-09-21 00:15:00+00:00,10946.25,10964.5,10946.25,10959.75,10959.75,800
2020-09-21 00:20:00+00:00,10958.5,10960.0,10953.75,10953.75,10953.75,312
2020-09-21 00:25:00+00:00,10955.0,10965.0,10955.0,10960.75,10960.75,299
2020-09-21 00:30:00+00:00,10959.5,10962.5,10952.75,10956.75,10956.75,261
2020-09-21 00:35:00+00:00,10955.75,10962.5,10953.75,10962.0,10962.0,254
2020-09-21 00:40:00+00:00,10961.5,10961.75,10955.25,10957.5,10957.5,212
2020-09-21 00:45:00+00:00,10957.5,10965.75,10949.25,10950.25,10950.25,476
2020-09-21 00:50:00+00:00,10949.75,10963.5,10946.0,10952.75,10952.75,454
2020-09-21 00:55:00+00:00,10954.5,10963.5,10954.5,10956.0,10956.0,176
2020-09-21 01:00:00+00:00,10957.5,10963.0,10944.0,10956.5,10956.5,569
2020-09-21 01:05:00+00:00,10958.25,10964.0,10948.75,10953.0,10953.0,390
2020-09-21 01:10:00+00:00,10953.5,10957.0,10932.5,10944.5,10944.5,677
2020-09-21 01:15:00+00:00,10945.0,10963.0,10945.0,10961.5,10961.5,496
2020-09-21 01:20:00+00:00,10963.5,10987.0,10960.25,10979.0,10979.0,1334
2020-09-21 01:25:00+00:00,10981.0,10986.5,10975.75,10981.25,10981.25,524
2020-09-21 01:30:00+00:00,10983.0,10990.0,10977.5,10977.75,10977.75,442
2020-09-21 01:35:00+00:00,10979.5,10982.0,10971.75,10972.25,10972.25,305
2020-09-21 01:40:00+00:00,10973.5,10977.5,10968.0,10970.25,10970.25,335
2020-09-21 01:45:00+00:00,10970.5,10973.25,10964.75,10965.25,10965.25,307
2020-09-21 01:50:00+00:00,10964.5,10964.5,10941.75,10953.25,10953.25,884
2020-09-21 01:55:00+00:00,10952.0,10953.75,10918.0,10928.0,10928.0,1250
2020-09-21 02:00:00+00:00,10928.0,10940.25,10926.75,10938.0,10938.0,599
2020-09-21 02:05:00+00:00,10937.25,10945.75,10934.0,10944.5,10944.5,581
2020-09-21 02:10:00+00:00,10944.75,10952.0,10935.25,10938.5,10938.5,469
2020-09-21 02:15:00+00:00,10938.0,10951.0,10936.0,10942.0,10942.0,413
2020-09-21 02:20:00+00:00,10941.0,10948.25,10931.5,10939.5,10939.5,341
2020-09-21 02:25:00+00:00,10939.0,10943.0,10928.75,10943.0,10943.0,301
2020-09-21 02:30:00+00:00,10941.5,10959.5,10940.5,10953.5,10953.5,699
2020-09-21 02:35:00+00:00,10953.5,10959.25,10948.25,10951.5,10951.5,306
2020-09-21 02:40:00+00:00,10951.5,10956.25,10943.5,10953.25,10953.25,341
2020-09-21 02:45:00+00:00,10955.0,10959.0,10942.75,10948.75,10948.75,300
2020-09-21 02:50:00+00:00,10948.5,10958.75,10947.25,10958.75,10958.75,252
2020-09-21 02:55:00+00:00,10956.5,10957.0,10936.75,10937.75,10937.75,305
2020-09-21 03:00:00+00:00,10939.0,10941.25,10912.75,10922.75,10922.75,1032
2020-09-21 03:05:00+00:00,10921.0,10926.25,10920.25,10923.25,10923.25,283
2020-09-21 03:10:00+00:00,10922.25,10931.0,10921.25,10928.75,10928.75,301
2020-09-21 03:15:00+00:00,10928.0,10929.75,10901.25,10901.25,10901.25,1098
2020-09-21 03:20:00+00:00,10901.0,10918.25,10901.0,10913.5,10913.5,472
2020-09-21 03:25:00+00:00,10913.75,10914.5,10904.25,10905.5,10905.5,320
2020-09-21 03:30:00+00:00,10904.5,10912.5,10894.5,10910.0,10910.0,607
2020-09-21 03:35:00+00:00,10911.5,10917.25,10908.0,10911.25,10911.25,288
2020-09-21 03:40:00+00:00,10910.75,10910.75,10899.0,10899.0,10899.0,296
2020-09-21 03:45:00+00:00,10899.5,10912.75,10898.5,10900.5,10900.5,405
2020-09-21 03:50:00+00:00,10900.0,10911.75,10895.0,10909.5,10909.5,403
2020-09-21 03:55:00+00:00,10909.0,10914.5,10904.25,10906.0,10906.0,210
2020-09-21 04:00:00+00:00,10909.25,10914.0,10906.0,10907.5,10907.5,238
2020-09-21 04:05:00+00:00,10908.0,10914.25,10901.75,10911.25,10911.25,298
2020-09-21 04:10:00+00:00,10911.5,10913.5,10906.75,10909.0,10909.0,139
2020-09-21 04:15:00+00:00,10908.0,10912.5,10905.0,10906.5,10906.5,136
2020-09-21 04:20:00+00:00,10907.5,10910.0,10904.25,10906.75,10906.75,106
2020-09-21 04:25:00+00:00,10906.5,10906.5,10898.0,10904.5,10904.5,218
2020-09-21 04:30:00+00:00,10904.5,10908.5,10900.75,10907.75,10907.75,140
2020-09-21 04:35:00+00:00,10908.5,10910.0,10902.5,10908.75,10908.75,109
2020-09-21 04:40:00+00:00,10909.0,10911.0,10903.5,10907.0,10907.0,126
2020-09-21 04:45:00+00:00,10907.5,10908.25,10896.5,10898.25,10898.25,182
2020-09-21 04:50:00+00:00,10898.75,10901.0,10882.0,10886.25,10886.25,707
2020-09-21 04:55:00+00:00,10887.25,10890.5,10880.25,10884.0,10884.0,383
2020-09-21 05:00:00+00:00,10883.75,10893.25,10881.0,10886.5,10886.5,355
2020-09-21 05:05:00+00:00,10887.75,10896.0,10885.25,10894.75,10894.75,247
2020-09-21 05:10:00+00:00,10894.75,10895.5,10888.5,10890.25,10890.25,215
2020-09-21 05:15:00+00:00,10889.5,10894.25,10884.5,10885.5,10885.5,193
2020-09-21 05:20:00+00:00,10886.0,10892.0,10865.75,10869.0,10869.0,855
2020-09-21 05:25:00+00:00,10868.75,10872.5,10866.75,10867.0,10867.0,406
